order_id,user_id,product_id,quantity,order_date,status,channel,discount,price,cost,category,amount,profit,city
ORD00002459,U00141,P0044,2,2025-12-29 03:46:56.656264,已完成,直播,0.3,977.17,436.83,食品,1368.04,756.48,西安
ORD00002460,U00288,P0134,2,2025-09-19 04:39:56.656264,已完成,直播,0.0,879.16,602.69,食品,1758.32,552.94,杭州
ORD00002461,U00185,P0080,1,2026-01-13 07:49:56.656264,已完成,推荐,0.0,222.74,147.95,运动,222.74,74.79,北京
ORD00002462,U00359,P0150,1,2025-12-04 06:17:56.656264,已完成,复购,0.0,1588.7,743.09,食品,1588.7,845.61,北京
ORD00002463,U00120,P0196,2,2025-12-09 03:05:56.656264,已完成,搜索,0.0,1958.44,1298.71,食品,3916.88,1319.46,杭州
ORD00002464,U00119,P0074,3,2025-10-06 00:52:56.656264,已退款,直播,0.3,1978.71,1271.68,美妆,4155.29,1484.76,西安
ORD00002465,U00026,P0122,1,2026-01-02 19:40:56.656264,已完成,搜索,0.0,56.97,35.74,美妆,56.97,21.23,成都
ORD00002466,U00319,P0133,2,2025-12-12 23:51:56.656264,已完成,搜索,0.2,820.78,543.53,家居,1313.25,443.6,武汉
ORD00002467,U00145,P0032,1,2025-09-16 17:32:56.656264,已完成,复购,0.3,964.21,427.36,家居,674.95,375.8,西安
ORD00002468,U00196,P0130,2,2025-09-08 23:36:56.656264,已退款,复购,0.1,1581.02,1024.96,美妆,2845.84,1000.91,上海
ORD00002469,U00300,P0021,2,2025-08-22 17:58:56.656264,已完成,活动,0.0,670.38,303.11,家居,1340.76,734.54,西安
ORD00002470,U00475,P0150,1,2025-12-24 04:40:56.656264,已退款,活动,0.0,1588.7,743.09,食品,1588.7,845.61,广州
ORD00002471,U00176,P0029,2,2025-08-24 18:32:56.656264,已完成,推荐,0.3,1849.59,1225.29,电子产品,2589.43,874.02,成都
ORD00002472,U00190,P0031,2,2026-01-09 01:52:56.656264,已完成,直播,0.0,1989.68,908.66,电子产品,3979.36,2162.04,成都
ORD00002473,U00445,P0125,1,2026-01-01 06:09:56.656264,已完成,活动,0.2,1432.36,564.96,食品,1145.89,693.92,深圳
ORD00002474,U00074,P0042,1,2026-01-06 02:33:56.656264,已退款,复购,0.1,1925.69,808.52,服装,1733.12,1005.45,上海
ORD00002475,U00409,P0003,2,2025-12-08 19:23:56.656264,已完成,推荐,0.0,250.3,137.73,服装,500.6,225.14,深圳
ORD00002476,U00044,P0010,1,2025-12-27 07:44:56.656264,已退款,活动,0.3,591.47,358.22,美妆,414.03,163.27,西安
ORD00002477,U00238,P0062,1,2025-09-29 09:03:56.656264,已完成,搜索,0.0,1410.04,986.53,美妆,1410.04,423.51,成都
ORD00002478,U00445,P0122,3,2025-12-11 06:33:56.656264,已完成,活动,0.3,56.97,35.74,美妆,119.64,44.58,深圳
ORD00002479,U00389,P0004,2,2025-11-20 11:32:56.656264,已完成,搜索,0.1,130.12,50.14,运动,234.22,143.96,北京
ORD00002480,U00296,P0126,2,2025-09-06 02:42:56.656264,已完成,直播,0.0,897.6,498.21,运动,1795.2,798.78,深圳
ORD00002481,U00069,P0077,3,2025-10-26 04:42:56.656264,已完成,活动,0.0,992.45,423.67,食品,2977.35,1706.34,深圳
ORD00002482,U00267,P0029,2,2025-12-21 05:38:56.656264,已退款,搜索,0.3,1849.59,1225.29,电子产品,2589.43,874.02,深圳
ORD00002483,U00086,P0024,2,2025-10-04 08:42:56.656264,已完成,活动,0.3,1677.48,861.39,食品,2348.47,1142.53,广州
ORD00002484,U00320,P0054,2,2025-11-14 06:09:56.656264,已退款,推荐,0.3,1944.12,1286.07,电子产品,2721.77,921.27,成都
ORD00002485,U00233,P0030,1,2025-12-11 17:08:56.656264,已完成,活动,0.0,1351.13,588.52,食品,1351.13,762.61,深圳
ORD00002486,U00330,P0139,3,2025-10-02 08:07:56.656264,已完成,推荐,0.1,1117.04,728.42,家居,3016.01,1049.27,西安
ORD00002487,U00040,P0146,2,2025-09-20 04:33:56.656264,已完成,复购,0.0,149.76,94.64,运动,299.52,110.24,广州
ORD00002488,U00072,P0151,1,2025-09-01 18:38:56.656264,已完成,直播,0.2,289.56,120.46,家居,231.65,135.28,上海
ORD00002489,U00069,P0066,2,2026-01-30 08:06:56.656264,已完成,活动,0.1,1654.89,927.34,美妆,2978.8,1309.59,深圳
ORD00002490,U00284,P0165,1,2025-08-31 22:37:56.656264,已完成,直播,0.1,862.02,386.13,食品,775.82,428.3,武汉
ORD00002491,U00240,P0136,2,2025-10-12 22:54:56.656264,已完成,搜索,0.0,655.33,373.1,美妆,1310.66,564.46,西安
ORD00002492,U00022,P0074,2,2025-08-24 00:53:56.656264,已完成,推荐,0.0,1978.71,1271.68,美妆,3957.42,1414.06,杭州
ORD00002493,U00067,P0176,1,2025-10-13 03:53:56.656264,已完成,复购,0.2,1061.76,690.36,电子产品,849.41,297.12,深圳
ORD00002494,U00060,P0154,3,2025-09-24 20:45:56.656264,已退款,搜索,0.0,1623.7,1051.75,美妆,4871.1,1715.85,杭州
ORD00002495,U00258,P0152,1,2025-11-17 02:40:56.656264,已完成,搜索,0.0,1787.39,840.32,食品,1787.39,947.07,成都
ORD00002496,U00152,P0171,1,2025-12-19 20:33:56.656264,待发货,搜索,0.0,807.24,376.81,电子产品,807.24,430.43,广州
ORD00002497,U00392,P0179,2,2025-11-18 18:15:56.656264,已完成,活动,0.0,1790.5,1094.44,运动,3581.0,1392.12,广州
ORD00002498,U00428,P0122,1,2025-09-26 14:21:56.656264,已退款,搜索,0.1,56.97,35.74,美妆,51.27,19.11,深圳
ORD00002499,U00227,P0030,2,2025-08-12 05:37:56.656264,已完成,直播,0.0,1351.13,588.52,食品,2702.26,1525.22,杭州
ORD00002500,U00119,P0008,1,2025-08-26 18:29:56.656264,已完成,活动,0.2,1172.44,599.0,服装,937.95,458.75,西安
ORD00002501,U00321,P0099,2,2026-01-25 20:52:56.656264,已完成,活动,0.0,54.32,26.59,电子产品,108.64,55.46,西安
ORD00002502,U00287,P0183,2,2025-12-04 07:56:56.656264,已完成,直播,0.0,848.61,422.54,服装,1697.22,852.14,北京
ORD00002503,U00277,P0189,2,2026-01-20 07:19:56.656264,已完成,推荐,0.3,1410.53,598.0,美妆,1974.74,1137.54,北京
ORD00002504,U00003,P0080,1,2025-10-07 19:43:56.656264,已完成,直播,0.0,222.74,147.95,运动,222.74,74.79,杭州
ORD00002505,U00097,P0015,2,2025-12-24 22:22:56.656264,已完成,活动,0.2,164.34,110.9,美妆,262.94,85.5,上海
ORD00002506,U00451,P0020,2,2025-09-09 05:09:56.656264,已完成,活动,0.2,1021.72,561.02,美妆,1634.75,737.12,成都
ORD00002507,U00324,P0095,2,2025-11-19 04:20:56.656264,已完成,推荐,0.0,1307.8,574.52,美妆,2615.6,1466.56,上海
ORD00002508,U00270,P0021,2,2025-09-26 17:54:56.656264,已完成,直播,0.3,670.38,303.11,家居,938.53,514.18,广州
ORD00002509,U00038,P0179,3,2026-01-29 23:40:56.656264,已完成,搜索,0.1,1790.5,1094.44,运动,4834.35,1879.36,北京
ORD00002510,U00259,P0113,1,2025-09-30 03:20:56.656264,已完成,直播,0.0,1552.86,804.32,美妆,1552.86,748.54,西安
ORD00002511,U00371,P0127,1,2025-08-27 00:17:56.656264,已完成,直播,0.0,855.89,265.67,家居,855.89,590.22,深圳
ORD00002512,U00427,P0089,2,2025-12-21 21:33:56.656264,已完成,活动,0.0,718.03,225.86,电子产品,1436.06,984.34,北京
ORD00002513,U00259,P0122,1,2025-09-19 07:19:56.656264,已完成,搜索,0.1,56.97,35.74,美妆,51.27,19.11,西安
ORD00002514,U00018,P0078,3,2025-12-11 17:30:56.656264,已完成,直播,0.1,942.55,639.06,运动,2544.88,819.42,西安
ORD00002515,U00125,P0166,2,2025-08-22 23:19:56.656264,已完成,推荐,0.1,1303.7,555.38,运动,2346.66,1346.98,杭州
ORD00002516,U00056,P0141,1,2025-12-22 06:26:56.656264,已完成,搜索,0.3,1943.9,835.99,食品,1360.73,775.54,深圳
ORD00002517,U00157,P0198,1,2025-11-26 19:54:56.656264,待发货,搜索,0.0,195.85,89.16,家居,195.85,106.69,武汉
ORD00002518,U00128,P0130,1,2026-01-26 23:59:56.656264,已完成,复购,0.3,1581.02,1024.96,美妆,1106.71,389.24,北京
ORD00002519,U00123,P0011,1,2026-01-30 04:40:56.656264,已完成,活动,0.0,1050.37,578.13,家居,1050.37,472.24,上海
ORD00002520,U00392,P0114,1,2025-09-28 04:38:56.656264,已完成,搜索,0.0,20.81,12.37,家居,20.81,8.44,广州
ORD00002521,U00421,P0160,2,2025-08-26 05:14:56.656264,已完成,搜索,0.1,1170.31,362.93,服装,2106.56,1453.28,上海
ORD00002522,U00349,P0028,2,2025-10-30 23:44:56.656264,已完成,推荐,0.1,14.46,5.1,食品,26.03,16.85,西安
ORD00002523,U00167,P0026,1,2025-10-23 04:56:56.656264,已完成,直播,0.0,1655.3,783.59,电子产品,1655.3,871.71,西安
ORD00002524,U00302,P0199,1,2025-11-14 20:58:56.656264,已完成,直播,0.0,706.35,272.52,电子产品,706.35,433.83,北京
ORD00002525,U00314,P0190,1,2026-01-05 03:39:56.656264,已完成,活动,0.2,1447.55,836.03,美妆,1158.04,489.22,武汉
ORD00002526,U00165,P0086,1,2025-10-08 22:42:56.656264,已退款,直播,0.3,355.19,127.67,家居,248.63,159.26,上海
ORD00002527,U00323,P0002,1,2025-09-04 21:36:56.656264,已完成,直播,0.3,833.23,429.39,电子产品,583.26,282.69,深圳
ORD00002528,U00089,P0052,1,2025-09-13 13:46:56.656264,已完成,活动,0.3,1255.88,877.25,服装,879.12,265.04,深圳
ORD00002529,U00321,P0060,3,2025-10-27 21:12:56.656264,已完成,复购,0.1,707.11,398.46,电子产品,1909.2,833.36,西安
ORD00002530,U00190,P0155,1,2025-10-26 03:02:56.656264,已完成,搜索,0.0,1754.89,701.67,家居,1754.89,1053.22,成都
ORD00002531,U00217,P0037,1,2025-12-04 03:13:56.656264,已完成,直播,0.0,1869.77,580.67,电子产品,1869.77,1289.1,深圳
ORD00002532,U00068,P0041,1,2025-11-15 17:24:56.656264,已完成,直播,0.3,645.62,413.33,食品,451.93,162.6,北京
ORD00002533,U00484,P0128,2,2025-08-09 01:27:56.656264,已完成,搜索,0.0,560.62,184.93,电子产品,1121.24,751.38,成都
ORD00002534,U00325,P0178,3,2025-12-26 07:01:56.656264,已退款,搜索,0.1,162.45,106.08,电子产品,438.61,152.2,成都
ORD00002535,U00107,P0083,2,2026-01-03 05:35:56.656264,已完成,搜索,0.3,1984.17,917.14,美妆,2777.84,1493.84,成都
ORD00002536,U00147,P0101,3,2025-12-06 16:52:56.656264,已退款,搜索,0.2,918.86,485.99,美妆,2205.26,1038.89,广州
ORD00002537,U00237,P0025,2,2025-10-08 07:28:56.656264,已完成,推荐,0.0,716.67,243.15,食品,1433.34,947.04,成都
ORD00002538,U00422,P0088,1,2026-01-30 05:00:56.656264,已完成,直播,0.0,660.31,206.25,电子产品,660.31,454.06,上海
ORD00002539,U00117,P0123,1,2025-11-04 22:07:56.656264,已完成,活动,0.3,1149.58,804.08,食品,804.71,241.85,北京
ORD00002540,U00245,P0199,1,2025-09-20 04:14:56.656264,已退款,直播,0.0,706.35,272.52,电子产品,706.35,433.83,武汉
ORD00002541,U00175,P0011,2,2025-09-03 14:50:56.656264,已完成,推荐,0.2,1050.37,578.13,家居,1680.59,755.58,西安
ORD00002542,U00237,P0180,1,2025-11-15 20:56:56.656264,已完成,活动,0.0,1967.31,1229.42,家居,1967.31,737.89,成都
ORD00002543,U00054,P0174,1,2025-08-12 21:46:56.656264,已退款,推荐,0.0,1111.64,648.76,运动,1111.64,462.88,深圳
ORD00002544,U00432,P0023,2,2025-10-09 03:48:56.656264,已完成,搜索,0.2,198.37,67.18,运动,317.39,209.9,成都
ORD00002545,U00380,P0189,2,2025-09-18 20:08:56.656264,已完成,复购,0.2,1410.53,598.0,美妆,2256.85,1300.05,北京
ORD00002546,U00236,P0183,2,2025-09-18 18:40:56.656264,已完成,搜索,0.0,848.61,422.54,服装,1697.22,852.14,深圳
ORD00002547,U00132,P0007,1,2025-12-27 04:05:56.656264,已完成,推荐,0.0,41.89,18.39,美妆,41.89,23.5,杭州
ORD00002548,U00151,P0147,1,2026-01-18 22:59:56.656264,已取消,直播,0.3,893.26,388.1,运动,625.28,353.61,广州
ORD00002549,U00110,P0124,1,2025-12-06 05:50:56.656264,已完成,直播,0.3,1408.99,614.16,运动,986.29,556.38,武汉
ORD00002550,U00157,P0122,1,2025-11-06 16:36:56.656264,已完成,搜索,0.1,56.97,35.74,美妆,51.27,19.11,武汉
ORD00002551,U00426,P0129,1,2025-09-16 08:05:56.656264,已完成,直播,0.0,1889.39,1138.07,电子产品,1889.39,751.32,杭州
ORD00002552,U00009,P0150,1,2025-12-04 20:04:56.656264,已完成,直播,0.0,1588.7,743.09,食品,1588.7,845.61,武汉
ORD00002553,U00298,P0062,1,2025-10-23 19:49:56.656264,已完成,直播,0.0,1410.04,986.53,美妆,1410.04,423.51,武汉
ORD00002554,U00409,P0075,1,2025-10-14 02:40:56.656264,已完成,活动,0.2,1838.96,1116.31,运动,1471.17,578.12,深圳
ORD00002555,U00092,P0147,2,2025-10-18 14:58:56.656264,已完成,直播,0.2,893.26,388.1,运动,1429.22,808.26,深圳
ORD00002556,U00450,P0052,2,2025-10-31 08:16:56.656264,已完成,直播,0.0,1255.88,877.25,服装,2511.76,757.26,成都
ORD00002557,U00017,P0006,2,2025-11-01 06:08:56.656264,已完成,搜索,0.1,1811.85,576.82,电子产品,3261.33,2223.05,深圳
ORD00002558,U00393,P0160,1,2025-10-31 07:14:56.656264,已完成,推荐,0.0,1170.31,362.93,服装,1170.31,807.38,西安
ORD00002559,U00232,P0173,1,2025-12-21 00:47:56.656264,已完成,复购,0.2,214.57,142.38,运动,171.66,57.75,深圳
ORD00002560,U00075,P0036,2,2026-01-26 18:04:56.656264,已完成,直播,0.1,744.88,436.8,家居,1340.78,554.54,杭州
ORD00002561,U00060,P0119,1,2025-10-14 08:15:56.656264,已完成,推荐,0.2,97.59,61.26,服装,78.07,29.06,杭州
ORD00002562,U00243,P0078,2,2025-10-05 04:23:56.656264,已取消,搜索,0.0,942.55,639.06,运动,1885.1,606.98,深圳
ORD00002563,U00463,P0042,3,2025-08-25 01:32:56.656264,已完成,直播,0.2,1925.69,808.52,服装,4621.66,2681.21,成都
ORD00002564,U00167,P0010,1,2025-11-16 07:57:56.656264,已完成,直播,0.0,591.47,358.22,美妆,591.47,233.25,西安
ORD00002565,U00206,P0133,1,2025-10-04 17:24:56.656264,已退款,活动,0.0,820.78,543.53,家居,820.78,277.25,杭州
ORD00002566,U00226,P0155,1,2025-10-10 21:28:56.656264,已完成,推荐,0.2,1754.89,701.67,家居,1403.91,842.58,上海
ORD00002567,U00042,P0050,1,2025-10-15 00:57:56.656264,已完成,搜索,0.2,899.65,601.72,服装,719.72,238.34,武汉
ORD00002568,U00088,P0195,1,2025-10-26 04:29:56.656264,已完成,复购,0.0,1613.83,954.8,电子产品,1613.83,659.03,北京
ORD00002569,U00425,P0063,1,2025-09-04 18:58:56.656264,已完成,推荐,0.2,351.54,227.72,家居,281.23,99.06,西安
ORD00002570,U00350,P0082,2,2026-01-07 23:27:56.656264,已退款,复购,0.1,1234.14,838.68,电子产品,2221.45,711.83,武汉
ORD00002571,U00352,P0103,2,2025-12-26 08:08:56.656264,已退款,活动,0.0,1082.92,588.54,食品,2165.84,988.76,北京
ORD00002572,U00376,P0049,2,2025-10-22 22:25:56.656264,已完成,搜索,0.1,99.04,45.23,家居,178.27,96.86,深圳
ORD00002573,U00419,P0051,1,2025-10-11 07:12:56.656264,已完成,复购,0.0,1423.25,595.46,美妆,1423.25,827.79,西安
ORD00002574,U00454,P0044,1,2025-12-14 17:36:56.656264,已完成,活动,0.3,977.17,436.83,食品,684.02,378.24,成都
ORD00002575,U00136,P0094,1,2025-12-24 00:14:56.656264,已完成,直播,0.1,414.81,131.95,服装,373.33,254.57,杭州
ORD00002576,U00386,P0046,1,2026-01-08 22:56:56.656264,已完成,活动,0.2,1947.14,1179.61,运动,1557.71,614.02,西安
ORD00002577,U00244,P0027,1,2026-01-26 04:12:56.656264,已完成,搜索,0.0,61.66,42.34,运动,61.66,19.32,北京
ORD00002578,U00352,P0129,1,2025-12-29 00:32:56.656264,已完成,搜索,0.1,1889.39,1138.07,电子产品,1700.45,676.19,北京
ORD00002579,U00021,P0111,2,2025-12-19 02:39:56.656264,已退款,推荐,0.3,1192.42,768.0,食品,1669.39,594.19,成都
ORD00002580,U00332,P0172,2,2025-09-30 03:42:56.656264,已取消,搜索,0.3,1591.71,874.14,食品,2228.39,1004.6,北京
ORD00002581,U00285,P0075,1,2025-12-24 19:31:56.656264,已完成,直播,0.3,1838.96,1116.31,运动,1287.27,505.86,上海
ORD00002582,U00017,P0055,1,2025-10-06 02:21:56.656264,已完成,直播,0.0,1327.32,650.02,家居,1327.32,677.3,深圳
ORD00002583,U00308,P0070,1,2026-01-15 20:05:56.656264,已完成,推荐,0.0,1938.44,869.36,家居,1938.44,1069.08,上海
ORD00002584,U00174,P0028,1,2025-09-01 00:32:56.656264,已完成,直播,0.0,14.46,5.1,食品,14.46,9.36,深圳
ORD00002585,U00323,P0156,2,2025-09-26 00:28:56.656264,已退款,直播,0.0,27.64,9.26,服装,55.28,36.76,深圳
ORD00002586,U00004,P0102,1,2025-10-14 18:50:56.656264,已退款,活动,0.2,1756.44,989.04,服装,1405.15,613.92,武汉
ORD00002587,U00252,P0166,1,2025-12-17 01:38:56.656264,已完成,搜索,0.0,1303.7,555.38,运动,1303.7,748.32,北京
ORD00002588,U00284,P0136,1,2025-10-03 00:39:56.656264,已完成,直播,0.2,655.33,373.1,美妆,524.26,225.78,武汉
ORD00002589,U00437,P0184,2,2025-11-08 05:28:56.656264,已取消,搜索,0.1,1528.97,731.15,美妆,2752.15,1436.08,西安
ORD00002590,U00306,P0027,1,2025-11-20 21:02:56.656264,已完成,搜索,0.0,61.66,42.34,运动,61.66,19.32,杭州
ORD00002591,U00428,P0158,3,2026-01-26 06:47:56.656264,已完成,搜索,0.0,1621.53,784.2,服装,4864.59,2511.99,深圳
ORD00002592,U00056,P0132,1,2025-11-24 19:24:56.656264,已完成,直播,0.2,1816.74,936.52,家居,1453.39,704.18,深圳
ORD00002593,U00185,P0012,1,2025-08-27 22:49:56.656264,已完成,推荐,0.0,1631.56,748.48,电子产品,1631.56,883.08,北京
ORD00002594,U00084,P0054,2,2025-10-18 07:01:56.656264,已完成,直播,0.1,1944.12,1286.07,电子产品,3499.42,1184.49,西安
ORD00002595,U00329,P0092,1,2025-10-30 00:12:56.656264,已完成,活动,0.3,181.03,65.25,食品,126.72,81.05,西安
ORD00002596,U00322,P0158,3,2025-09-10 07:09:56.656264,已完成,复购,0.0,1621.53,784.2,服装,4864.59,2511.99,杭州
ORD00002597,U00351,P0003,2,2025-10-30 06:13:56.656264,待发货,直播,0.0,250.3,137.73,服装,500.6,225.14,深圳
ORD00002598,U00223,P0097,1,2025-11-09 04:10:56.656264,已完成,直播,0.0,1366.79,579.67,运动,1366.79,787.12,成都
ORD00002599,U00210,P0098,1,2026-01-13 12:28:56.656264,已完成,直播,0.1,441.69,183.55,运动,397.52,232.33,杭州
ORD00002600,U00479,P0064,1,2025-10-30 12:14:56.656264,已完成,推荐,0.0,1206.11,570.69,运动,1206.11,635.42,北京
ORD00002601,U00042,P0021,1,2025-09-02 06:59:56.656264,已完成,直播,0.0,670.38,303.11,家居,670.38,367.27,武汉
ORD00002602,U00013,P0130,3,2025-10-24 02:07:56.656264,已完成,搜索,0.0,1581.02,1024.96,美妆,4743.06,1668.18,广州
ORD00002603,U00072,P0154,1,2026-01-21 04:27:56.656264,已完成,搜索,0.0,1623.7,1051.75,美妆,1623.7,571.95,上海
ORD00002604,U00398,P0191,1,2025-09-17 07:31:56.656264,已完成,搜索,0.0,1305.98,758.35,电子产品,1305.98,547.63,成都
ORD00002605,U00477,P0199,1,2026-01-22 23:03:56.656264,已完成,直播,0.1,706.35,272.52,电子产品,635.72,390.45,北京
ORD00002606,U00360,P0146,2,2026-01-27 09:21:56.656264,已完成,复购,0.0,149.76,94.64,运动,299.52,110.24,广州
ORD00002607,U00168,P0128,1,2025-11-08 07:16:56.656264,已完成,搜索,0.0,560.62,184.93,电子产品,560.62,375.69,武汉
ORD00002608,U00351,P0154,1,2025-09-27 20:03:56.656264,已完成,搜索,0.1,1623.7,1051.75,美妆,1461.33,514.76,深圳
ORD00002609,U00470,P0097,2,2025-11-06 06:53:56.656264,已完成,搜索,0.3,1366.79,579.67,运动,1913.51,1101.97,深圳
ORD00002610,U00189,P0144,2,2025-11-25 05:54:56.656264,已退款,直播,0.0,549.82,167.35,美妆,1099.64,764.94,武汉
ORD00002611,U00168,P0042,1,2025-08-26 01:26:56.656264,已完成,推荐,0.2,1925.69,808.52,服装,1540.55,893.74,武汉
ORD00002612,U00346,P0173,1,2025-10-05 08:01:56.656264,已完成,推荐,0.2,214.57,142.38,运动,171.66,57.75,武汉
ORD00002613,U00382,P0062,2,2025-08-29 23:35:56.656264,已完成,直播,0.1,1410.04,986.53,美妆,2538.07,762.32,成都
ORD00002614,U00438,P0173,3,2025-12-01 15:40:56.656264,已完成,直播,0.0,214.57,142.38,运动,643.71,216.57,西安
ORD00002615,U00302,P0075,3,2026-01-24 17:54:56.656264,已完成,直播,0.0,1838.96,1116.31,运动,5516.88,2167.95,北京
ORD00002616,U00037,P0105,1,2025-11-30 03:44:56.656264,已完成,直播,0.0,1093.01,513.18,美妆,1093.01,579.83,深圳
ORD00002617,U00199,P0196,2,2025-10-20 06:15:56.656264,已完成,推荐,0.0,1958.44,1298.71,食品,3916.88,1319.46,杭州
ORD00002618,U00343,P0200,2,2025-10-29 23:40:56.656264,已完成,活动,0.0,1886.39,1213.13,美妆,3772.78,1346.52,广州
ORD00002619,U00001,P0096,1,2025-09-13 04:21:56.656264,已完成,活动,0.0,1158.54,509.67,服装,1158.54,648.87,武汉
ORD00002620,U00442,P0021,2,2025-09-05 23:18:56.656264,已完成,活动,0.1,670.38,303.11,家居,1206.68,661.09,西安
ORD00002621,U00464,P0065,1,2025-10-26 00:32:56.656264,已退款,搜索,0.2,328.47,156.14,美妆,262.78,137.86,北京
ORD00002622,U00132,P0149,1,2025-09-26 02:30:56.656264,已完成,搜索,0.0,134.57,70.43,美妆,134.57,64.14,杭州
ORD00002623,U00019,P0079,2,2025-09-15 07:37:56.656264,已完成,推荐,0.3,1122.32,480.35,美妆,1571.25,898.76,西安
ORD00002624,U00176,P0048,1,2026-01-07 09:26:56.656264,已完成,直播,0.2,895.97,321.87,美妆,716.78,459.28,成都
ORD00002625,U00279,P0068,1,2025-12-07 00:00:56.656264,已完成,直播,0.0,1097.93,600.14,家居,1097.93,497.79,北京
ORD00002626,U00226,P0078,1,2025-11-26 03:43:56.656264,已完成,直播,0.2,942.55,639.06,运动,754.04,242.79,上海
ORD00002627,U00498,P0092,1,2025-11-16 07:21:56.656264,已完成,复购,0.0,181.03,65.25,食品,181.03,115.78,深圳
ORD00002628,U00024,P0139,2,2025-09-21 07:08:56.656264,已完成,活动,0.2,1117.04,728.42,家居,1787.26,621.79,西安
ORD00002629,U00452,P0179,1,2025-10-08 15:38:56.656264,已完成,搜索,0.0,1790.5,1094.44,运动,1790.5,696.06,成都
ORD00002630,U00380,P0139,1,2025-08-27 04:14:56.656264,已完成,推荐,0.3,1117.04,728.42,家居,781.93,272.03,北京
ORD00002631,U00454,P0125,3,2025-10-18 04:46:56.656264,已完成,直播,0.1,1432.36,564.96,食品,3867.37,2341.98,成都
ORD00002632,U00312,P0027,1,2025-08-09 16:41:56.656264,已完成,直播,0.0,61.66,42.34,运动,61.66,19.32,武汉
ORD00002633,U00429,P0055,1,2025-10-06 03:00:56.656264,已完成,活动,0.1,1327.32,650.02,家居,1194.59,609.57,北京
ORD00002634,U00187,P0072,3,2025-10-25 00:49:56.656264,已完成,活动,0.1,185.86,70.1,美妆,501.82,312.55,上海
ORD00002635,U00273,P0075,2,2025-12-24 00:29:56.656264,已完成,直播,0.0,1838.96,1116.31,运动,3677.92,1445.3,西安
ORD00002636,U00073,P0014,1,2025-10-29 15:41:56.656264,已完成,复购,0.3,763.33,266.17,家居,534.33,348.01,北京
ORD00002637,U00320,P0052,2,2025-11-18 03:57:56.656264,已完成,推荐,0.0,1255.88,877.25,服装,2511.76,757.26,成都
ORD00002638,U00427,P0144,2,2025-09-19 02:36:56.656264,已完成,推荐,0.0,549.82,167.35,美妆,1099.64,764.94,北京
ORD00002639,U00010,P0075,2,2025-09-25 00:26:56.656264,已完成,复购,0.1,1838.96,1116.31,运动,3310.13,1300.77,上海
ORD00002640,U00034,P0138,3,2025-08-16 08:23:56.656264,已完成,活动,0.0,337.19,205.74,食品,1011.57,394.35,上海
ORD00002641,U00129,P0200,3,2025-12-07 02:59:56.656264,已完成,活动,0.0,1886.39,1213.13,美妆,5659.17,2019.78,深圳
ORD00002642,U00308,P0178,1,2025-08-11 04:35:56.656264,已取消,直播,0.0,162.45,106.08,电子产品,162.45,56.37,上海
ORD00002643,U00429,P0151,1,2025-10-27 22:43:56.656264,已完成,搜索,0.0,289.56,120.46,家居,289.56,169.1,北京
ORD00002644,U00044,P0053,1,2025-11-30 05:36:56.656264,已完成,搜索,0.0,1344.59,839.36,运动,1344.59,505.23,西安
ORD00002645,U00316,P0091,1,2025-11-06 18:39:56.656264,已完成,搜索,0.3,1321.37,620.92,运动,924.96,490.31,西安
ORD00002646,U00092,P0117,2,2025-11-02 05:04:56.656264,已完成,搜索,0.0,511.43,255.91,美妆,1022.86,511.04,深圳
ORD00002647,U00298,P0027,1,2025-09-21 18:11:56.656264,已完成,复购,0.1,61.66,42.34,运动,55.49,17.39,武汉
ORD00002648,U00238,P0082,3,2025-12-10 06:50:56.656264,已完成,直播,0.0,1234.14,838.68,电子产品,3702.42,1186.38,成都
ORD00002649,U00448,P0179,1,2025-12-24 05:10:56.656264,待发货,直播,0.2,1790.5,1094.44,运动,1432.4,556.85,成都
ORD00002650,U00254,P0003,1,2026-01-30 02:33:56.656264,已完成,搜索,0.0,250.3,137.73,服装,250.3,112.57,杭州
ORD00002651,U00070,P0098,1,2025-10-29 00:38:56.656264,已完成,直播,0.0,441.69,183.55,运动,441.69,258.14,成都
ORD00002652,U00488,P0187,3,2025-09-06 05:46:56.656264,已完成,搜索,0.0,96.41,45.28,服装,289.23,153.39,深圳
ORD00002653,U00001,P0133,1,2025-08-10 07:50:56.656264,已完成,活动,0.3,820.78,543.53,家居,574.55,194.08,武汉
ORD00002654,U00427,P0190,2,2025-12-19 05:41:56.656264,待发货,推荐,0.0,1447.55,836.03,美妆,2895.1,1223.04,北京
ORD00002655,U00179,P0166,2,2026-01-13 02:12:56.656264,已完成,搜索,0.0,1303.7,555.38,运动,2607.4,1496.64,北京
ORD00002656,U00035,P0114,2,2026-01-14 19:03:56.656264,已退款,复购,0.0,20.81,12.37,家居,41.62,16.88,成都
ORD00002657,U00294,P0161,1,2026-01-02 12:16:56.656264,已完成,直播,0.1,1569.17,885.01,美妆,1412.25,615.74,上海
ORD00002658,U00347,P0046,1,2026-01-24 08:37:56.656264,已完成,直播,0.0,1947.14,1179.61,运动,1947.14,767.53,广州
ORD00002659,U00071,P0040,3,2025-11-29 22:20:56.656264,已完成,活动,0.0,1775.71,575.05,电子产品,5327.13,3601.98,上海
ORD00002660,U00180,P0175,2,2025-12-04 18:46:56.656264,已完成,直播,0.0,708.29,331.57,电子产品,1416.58,753.44,广州
